track,album-name,artist,release-date,isrc,all-time-rank,track-score,spotify-streams,spotify-playlist-count,spotify-playlist-reach,spotify-popularity,youtube-views,youtube-likes,tiktok-posts,tiktok-likes,tiktok-views,youtube-playlist-reach,apple-music-playlist-count,airplay-spins,siriusxm-spins,deezer-playlist-count,deezer-playlist-reach,amazon-playlist-count,pandora-streams,pandora-track-stations,soundcloud-streams,shazam-counts,tidal-popularity,explicit-track
I Took A Pill In Ibiza,The Truth,Mike Posner,6/22/2015,USUM71503636,"2,316",29.7,"83,366,020","17,799","3,474,319",49,"2,000,837,797","11,310,696","627,579","6,349,028","29,251,104","217,706,666",18,"6,558",423,19,"117,547",8,"4,297,588","116,907","1,709,698","560,533",,1
Run Free,Run Free,Deep Chills,8/18/2017,NLYK91700007,"2,334",29.6,"86,943,003","17,950","3,630,498",55,"10,003,352","110,419","10,476,200","356,589,615","5,311,932,536",,2,109,,5,"5,172",,"55,083",,"9,106,321","1,866,241",,0
In The Dark,In the Dark,Purple Disco Machine,1/21/2022,AUDCB1701963,"2,330",29.6,"177,722,624","34,102","6,137,203",59,"61,447,086","348,517","7,268","1,055,159","20,533,718","1,172,517,820",62,"276,734",3,32,"846,073",32,"126,601",136,,"5,644,172",,0
Felina,Felina,WIU,9/22/2022,BXW922200018,"2,331",29.6,"227,079,649","35,385","8,942,936",63,"199,523,728","1,291,904","298,000","27,867,511","299,633,568","30,444,210",18,26,,21,"258,759",13,,,,"252,351",,0
Meet you at the Graveyard,"Clean Sheets, dirty walls",Cleffy,10/6/2023,TCAHM2333379,"2,327",29.6,"95,871,805","21,000","7,441,709",14,"13,445,854","223,703","111,800","28,044,301","187,420,165","128,731",6,,,6,"53,422",8,,,,"1,905,641",,1
Sexy to Someone,Sexy to Someone,Clairo,5/23/2024,USA2P2416224,"2,329",29.6,"15,290,073","2,626","37,148,745",74,"1,148,601","33,597",,,,,53,"1,091",2,27,"2,902,501",108,"61,624",50,"30,495","19,920",,0
Se Le Ve,"Se Le Ve (feat. Justin Quiles, Arcangel, De La Ghetto, Lenny Tavï¿½ï¿½rez & Dï¿½ï¿½melo Flow) ",Dï¿½ï¿½melo ,8/12/2021,QM9WM2100063,"2,332",29.6,"240,138,585","43,572","11,285,970",56,"200,632,603","1,367,067","1,845,758","267,131,680","3,307,238,247","67,529,333",34,"7,909",,7,"33,136",2,"1,857,076","1,135","601,959","601,506",,1
Coraï¿½ï¿½ï¿½ï¿½o,Manual de Como Amar Errado,WIU,11/29/2022,BXW922200010,"2,333",29.6,"239,669,425","30,426","7,338,920",63,"181,495,900","1,178,870","223,700","26,184,927","378,296,874","144,121,249",12,"3,265",,29,"657,656",11,,,,"235,905",,1
FEARLESS,FEARLESS,LE SSERAFIM,5/2/2022,USA2P2219222,"2,328",29.6,"312,942,305","20,231","4,756,698",62,"386,459,691","4,716,534","107,047","152,757,714","1,245,609,565","62,900,174",19,"2,852",218,3,"2,892",19,,,,,,0
Let It Go,Let It Go,James Bay,1/1/2014,USUM71405265,"2,338",29.5,"1,197,774,081","128,593","56,315,096",65,"580,076,338","3,685,849","91,701","14,356,531","112,554,627","115,081,691",220,"43,670",107,71,"277,681",18,"472,029,142","235,172","37,231,576","9,218,458",,0
Where It Ends,Where It Ends,Bailey Zimmerman,8/19/2022,USWB12202445,"2,343",29.5,"178,441,881","28,857","7,439,902",75,"24,354,425","188,213","62,371","17,306,191","161,742,703","404,410,206",19,"123,672",36,10,"1,718,435",3,"50,809,758","6,473","3,063,287","456,834",,0
drivers license,drivers license,Olivia Rodrigo,1/8/2021,USUG12004750,"2,341",29.5,"2,184,754,018","9,903","2,638,527",57,,,,,,,51,"523,873",,2,424,,,,,,,0
Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho),Pros Menorzin (feat. DJ Biel do Furduncinho),L7NNON,4/8/2022,BR5TG2200015,"2,340",29.5,"86,262,202","17,907","7,303,868",53,"17,014,183","149,189","3,048,900","208,928,001","2,990,547,999",,10,330,2,37,"107,890",12,,,,"316,099",,0
Carry You Home,Carry You Home,Alex Warren,5/31/2024,USAT22403017,"2,339",29.5,"9,428,361","1,095","21,925,889",71,"1,902,586","62,041",,,,,13,85,,6,"77,312",45,"582,602",56,"132,149","57,380",,0
City Boys,Workout Rap 2024,Burna Boy,2/23/2022,USAT22307528,"2,342",29.5,"152,289,860","58,113","19,505,579",69,"79,913,960","578,895","620,950","37,260,289","546,510,983","307,313,090",79,"32,815",198,25,"983,428",45,"5,325,630","1,797","4,253,187","1,398,310",,1
Wellerman - Sea Shanty,Wellerman (Sea Shanty),Nathan Evans,1/21/2021,GBUM72100297,"2,336",29.5,"405,754,991","103,694","5,805,294",66,"93,190,559","1,333,319","113,523","28,646,084","166,376,605","1,114",14,"31,997",,1,892,8,"12,543,789","98,802",,"4,316,684",,0
Every Summertime,Every Summertime,NIKI,8/10/2021,USUM72114018,"2,346",29.5,"383,171,089","60,923","13,164,145",70,"88,319,558","994,946","1,733,862","271,687,291","2,493,175,114","511,367",26,"27,116",172,4,"7,021",5,"165,874",942,,"979,445",,0
MANDA BALA,MANDA BALA,Ariis,12/8/2023,GBLV62301933,"2,344",29.5,"63,016,744","8,387","6,543,410",,"13,616,356","166,299","113,600","31,835,762","286,003,280","18,132,086",1,,,,,,,,"4,440,742","545,233",,0
Walk It Talk It,Culture II,Migos,1/26/2018,USUM71800983,"2,337",29.5,"778,459,270","150,813","29,317,904",67,"311,818,843","2,881,524","357,960","114,633,196","873,289,436","1,020,302",80,"23,868",30,30,"235,324",23,"236,566,237","132,775",,"3,559,532",,1
TQMQA,TQMQA - Single,Eladio Carrion,12/14/2023,QMFMG2300652,"2,335",29.5,"42,043,071","9,916","8,275,134",,"55,659,616","244,536",,,,"1,348,852,534",14,"18,208",322,7,"12,107,030",4,"574,831",122,,"166,487",,0
Face Off,Face Off,Tech N9ne,10/7/2021,USZHR2100088,"2,347",29.5,"194,908,788","58,039","6,855,506",59,"140,886,656","3,277,009","1,004,500","614,002,238","5,338,367,302","277,022,606",4,"1,236",121,5,"10,634",2,"11,414,784","34,887","3,118,191","1,640,152",,1
Otra vez (feat. J Balvin),Motivan2,Zion & Lennox,9/30/2016,USWL11600244,"2,345",29.5,"912,446,776","48,788","18,231,793",67,"1,323,533,350","3,121,184","70,829","2,778,349","27,776,697","268,300,868",45,54,121,13,"15,030",5,"171,888,652","33,793",,"2,796,246",,0
BOOKER T,EL ï¿½ï¿½LTIMO TOUR DEL M,Bad Bunny,11/27/2020,QMFME2066844,"2,351",29.4,"403,041,493","62,435","9,324,189",66,"452,234,537","4,763,627","467,766","137,827,484","1,329,875,404","7,229,929",38,630,,35,"295,037",9,"11,983,033","7,443",,"686,025",,1
Girls Never Die,<ASSEMBLE24>,tripleS,5/8/2024,KRA382402695,"2,352",29.4,"8,797,665",769,"17,349,465",67,"19,762,635","804,351",,,,,13,106,,4,"7,100",8,,,"40,359","30,149",,0
"24/7, 365","24/7, 365",elijah woods,7/24/2023,QZNWU2345439,"2,359",29.4,"91,124,161","12,758","7,968,409",71,"31,715,988","242,939","614,000","19,960,842","303,931,523",,13,"2,410",,,,10,"310,794",212,,"382,697",,0
POCPOC,POCPOC,PEDRO SAMPAIO,11/23/2023,BRWMB2301411,"2,360",29.4,"137,276,005","9,079","26,226,576",72,"73,127,958","395,431",,"494,473","8,230,779","474,943,607",21,"3,128",,43,"4,550,743",32,"6,858",,,"118,848",,0
Je M'appelle,Je M'appelle,Benzz,4/21/2022,GBUM72202219,"2,358",29.4,"231,745,345","83,611","6,994,071",65,"96,088,327","1,318,047","87,017","32,191,365","354,699,237","32,996,599",13,576,,6,"18,881",7,"12,900",99,,"1,068,455",,1
Soap,Soap,Melanie Martinez,7/10/2015,USAT21501777,"2,349",29.4,"349,538,935","48,604","10,908,000",67,"147,735,161","2,427,913","12,087,056","218,008,359","2,568,929,437","136,167",25,301,,7,"31,712",6,"40,780,412","43,140",,,,0
Bam Yang Gang,Bam Yang Gang,BIBI,2/13/2024,KRA382401062,"2,357",29.4,"33,558,829","3,403","11,994,440",,"61,203,352","659,950",,"1,941,024","21,319,700","522,211,096",6,972,,,,,"13,851",58,,"89,031",,0
Never Forget You,Never Forget You,Zara Larsson,9/10/2015,SEWEE1500801,"2,348",29.4,"972,089,598","98,962","23,627,265",66,"909,147,975","6,777,996","117,848","15,092,890","118,233,698","343,898,888",140,"24,012",47,29,"226,271",3,"424,917,474","158,468",,"7,156,194",,0
Tyler Herro,Tyler Herro,Jack Harlow,10/22/2020,USAT22006588,"2,355",29.4,"555,631,717","127,984","22,280,549",66,"124,710,525","1,463,633","31,218","16,324,267","148,481,502","4,142,863",78,"22,583",39,16,"9,685",10,"71,194,296","12,787",,"1,141,637",,1
"i hate u, i love u (feat. olivia o'brien)","i hate u, i love u (feat. olivia o'brien)",gnash,2/17/2016,USAT21601051,"2,354",29.4,"1,405,772,026","122,979","53,743,248",70,"1,018,478,143","8,878,070","2,081,859","34,705,627","240,189,266","1,706,874,230",4,464,,23,"483,769",4,,,,,,1
Ophelia,Ophelia,The Lumineers,2/5/2016,USDMG1673802,"2,350",29.4,"1,274,848,626","213,943","47,156,566",70,"267,224,710","2,081,752","49,941","30,833,392","234,589,315","5,412,813",86,"56,784",195,34,"41,816",39,"347,987,957","153,704",,"3,480,225",,0
Manos Rotas,Manos Rotas,DELLAFUENTE,11/16/2023,QMFMF2333158,"2,356",29.4,"106,759,874","18,359","8,998,620",71,"35,214,805","168,576",,,,"101,018,682",12,"5,740",,6,"49,793",13,,,,"315,849",,0
Ella No Es Tuya - Remix,Ella No Es Tuya (Remix),Rochy RD,2/3/2021,USSD12100003,"2,353",29.4,"364,856,266","76,669","15,412,661",62,"214,069,737","2,307,973","1,403,400","122,737,092","1,045,339,221","11,945,131",57,"14,881",16,15,"192,642",20,"1,572,648","2,206",,"955,292",,0
Satellite,Harry's House,Harry Styles,5/20/2022,USSM12200619,"2,373",29.3,"455,718,141","51,605","21,294,785",70,"75,741,997","1,437,701","159,300","64,041,346","440,110,491","22,853,340",40,"85,417",29,33,"1,564,725",3,"14,752,886","3,113",,"1,138,012",,0
La Santa,YHLQMDLG,Bad Bunny,2/29/2020,QM4TX2030933,"2,361",29.3,"915,557,792","96,498","35,375,775",75,"372,427,636","1,612,028","13,000","8,552,412","69,210,381","36,886,200",86,"10,704",,25,"403,347",23,"86,039,052","13,906",,"1,024,927",,1
Tera Ban Jaunga,Kabir Singh,Akhil Sachdeva,6/14/2019,INS181903758,"2,372",29.3,"211,095,929","15,632","8,831,229",63,"325,655,059","2,524,096","5,710,312","5,797,183","94,600,665","91,612,412",16,215,,,,2,,,,"299,317",,0
Monï¿½ï¿½y so,Up 2 Mï¿,Yeat,9/10/2021,USLD91734275,"2,368",29.3,"378,668,802","110,916","13,349,294",71,"46,877,855","687,841","96,000","82,992,212","658,699,167","6,350",6,43,,,,1,"2,408,379","13,688",,"3,103,353",,1
Ranjha Maahi,Ranjha Maahi - Single,Siddhant,1/12/2023,INS172224058,"2,375",29.3,"40,654",75,"45,363",7,"361,176,372","4,152,958",,,,"251,709,559",1,29,,,,,,,,344,,0
Hotline Bling,Trevor Nelson Club Classics,Drake,11/4/2016,USCM51600102,"2,367",29.3,,35,"3,015",6,"2,009,670,018","11,043,335",,,,"333,979,474",,29,,,,,,,,,,0
Sure Thing,All I Want Is You,Miguel,5/25/2010,USJI10800160,"2,362",29.3,"1,335,928,309","190,857","100,835,580",81,"165,856,240","1,428,581","235,546","71,440,021","595,426,317","69,346,849",154,"471,442","1,200",84,"7,801,382",54,"743,204,828","586,356",,"8,783,890",,0
Talibans,No Love,Byron Messia,1/20/2023,QZFZ22348066,"2,371",29.3,"54,683,202","28,810","5,603,761",61,"117,764,650","714,375","73,400","6,149,280","85,578,368","25,028,845",51,"53,047",155,4,"173,622",25,"3,335,883","3,812",,"1,296,410",,1
Love Story (Taylorï¿½ï¿½ï¿½s Ve,Love Story (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,2/12/2021,USUG12100342,"2,363",29.3,"763,292,840","71,179","60,479,422",74,"95,479,909","1,954,310","580,400","238,529,478","2,195,330,963","146,268,449",100,"55,204",,28,"455,783",7,"59,534,342","31,885","3,371,115","1,405,713",,0
Skin de Bandida,Skin de Bandida - Single,Oscar Maydon,9/22/2023,QM3DF2294123,"2,364",29.3,"176,958,728","14,482","10,063,839",,"81,376,781","379,156","9,269","308,866","2,498,673",,10,2,,9,"1,545,158",,"220,742",128,"390,228","308,713",,1
Escapism. - Sped Up,Escapism. (Sped Up),RAYE,11/25/2022,QMFME2222462,"2,376",29.3,"270,327,239","47,167","13,191,481",66,,,"309,300","181,625,399","1,908,957,097",,13,"5,184",,7,"68,716",13,"445,280","3,246","5,801,848","1,692,925",,1
Lisa,Lisa,Young Miko,3/3/2023,QZXD92300001,"2,365",29.3,"209,988,103","30,013","8,335,647",67,"141,919,199","1,514,197","9,195","10,364,955","87,467,392","9,998,025",14,"4,506",316,7,"78,288",4,"1,395,619","1,138",,"429,046",,1
I Can Feel It,I Can Feel It - Single,Kane Brown,9/21/2023,USRN12300040,"2,369",29.3,"36,059,521","4,589","5,737,335",,"1,031,056","17,134","9,892","814,451","19,880,210",,19,"132,947",108,3,"1,795",11,"19,210,194","1,671",,"251,945",,0
ýýýý ýýýý ýýýýýýýý,ýýýý ýýýý ýýýýýýýý - Single,ýýýýýýýý ýýýýýýýýýýýý,5/2/2024,CAQ8S1636173,"2,374",29.3,,,,,"32,341,045","31,153",,,,,,,,,,,,,,,,0
you should see me in a crown,you should see me in a crown,Billie Eilish,7/18/2018,USUM71810049,"2,370",29.3,"860,596,912","103,375","35,817,894",71,"520,754,022","9,647,204","477,025","50,997,364","397,345,798","156,314",82,"17,251",233,20,"303,683",35,"81,461,591","111,306",,"3,668,559",,0
Te Robarï¿,Te Robarï¿,Nicky Jam,3/22/2019,USSD11900072,"2,366",29.3,"547,483,874","59,096","18,863,568",61,"768,753,162","3,000,650","4,927","334,324","5,221,834","135,529,403",59,"9,233",55,26,"623,759",20,"130,897,920","10,904","1,690,083","2,115,863",,0
Rewrite The Stars (with James Arthur & Anne-Marie),Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,10/25/2018,USAT21811554,"2,377",29.2,"853,574,945","46,385","17,500,223",73,"867,818,629","6,416,562","1,097,599","131,435,469","1,181,845,727","2,009,601,931",,291,,,,1,,,,,,0
FBI,FBI,Picus,2/29/2024,MXUM72400426,"2,386",29.2,"6,591,040",295,"852,893",,"68,503,599","712,779",,,,"161,194,840",1,323,,1,"50,451",1,,,,"35,815",,0
Come and Say - Original Mix,Relyt Conections 3,"""XY""",11/14/2022,ES98I2200881,"2,379",29.2,,1,9,,"415,159,148","745,345",,,,,,1,,,,,,,,,,0
Somebody (2024),Somebody (2024),Gotye,2/9/2024,GBUM72311281,"2,378",29.2,"51,862,502","14,144","76,264,974",74,"1,992,397","46,818",,,,"786,338",32,"6,377",,40,"781,938",31,"102,841",99,,"230,260",,0
Dandelions,Dandelions,Ruth B.,4/28/2017,USSM11703468,"2,383",29.2,"1,561,518,107","183,674","67,708,124",82,"96,339,252","1,072,061","2,320,661","904,381,932","7,603,775,552",,40,"16,685",119,63,"404,143",9,"18,672,545","54,931","541,064","4,364,553",,0
Malvada,Malvada,Zï¿½ï¿½ Fe,1/28/2022,BRTLW2100037,"2,382",29.2,"166,427,224","17,110","7,754,576",53,"401,495,057","2,782,962","660,700","105,899,920","1,504,623,313","724,605,425",18,"1,462",,25,"320,796",6,"7,412",,,"141,986",,0
I Love You So,I Love You So,The Walters,11/28/2014,TCACC1438995,"2,394",29.2,"1,410,353,130","218,492","59,487,193",83,"417,265,571","5,087,140","744,614","445,675,563","3,241,952,947","11,148,737",38,"43,972",652,29,"677,739",31,"10,212,607","16,340","25,431,145","3,007,369",,0
i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,3/29/2019,USUM71900773,"2,390",29.2,"930,343,185","116,055","42,732,119",75,"280,579,630","3,517,952","451,642","85,881,445","724,117,161","128,657,658",35,621,1,36,"606,884",26,"38,736,042","167,546","3,706,611","2,035,027",,0
Not Fair,Not Fair,Niklas Dee,6/2/2023,DEN062300306,"2,392",29.2,"164,667,038","46,918","61,515,543",69,"902,072","8,290","11,100","1,242,953","14,577,073",,23,"11,279",,31,"573,152",15,,,"39,315","322,313",,0
Benjamins Deli,Benjamins Deli - Single,JRitt,10/24/2023,QZTBA2358000,"2,389",29.2,"996,881",446,"255,703",,"637,836","17,513","1,100,000","368,388,871","3,461,361,475",,,45,,,,,,,,,,0
Him & I (with Halsey),Him & I,G-Eazy,11/30/2017,USRC11701867,"2,384",29.2,"949,651,805","141,296","23,238,086",72,"182,719,598","2,055,406","217,707","69,515,791","529,467,091",104,69,364,14,31,"290,595",,"292,789,841","101,658",,"13,315,971",,1
STAY (with Justin Bieber),Stay,The Kid LAROI,7/9/2021,USSM12104470,"2,385",29.2,"3,107,100,349","11,726","2,225,897",53,,,,,,,146,,,1,"8,421",20,,,,"15,411,173",,0
TIKTOK,TIKTOK,Ian Lucas,5/23/2024,ARAE52400089,"2,381",29.2,"2,164,864",113,"1,773,907",59,"15,887,461","533,961",,,,"19,444,997",,132,,,,,,,,"3,101",,0
Call Your Friends,Call Your Friends - Single,Rod Wave,8/18/2023,USQX92304741,"2,395",29.2,"47,296,342","10,429","2,724,041",46,"33,439,568","316,661","39,420","4,468,377","37,869,926","248,768,688",10,"1,223",16,13,"31,977",9,"14,954,542","6,060","9,036,620","208,435",,1
Rosa Pastel,Rosa Pastel,Peso Pluma,4/20/2023,QM4TX2394694,"2,391",29.2,"192,231,633","22,780","5,337,724",65,"111,990,624","724,790","9,007","2,993,894","32,536,991",,12,64,,1,72,7,"11,822,210","1,981","2,742,045","289,402",,1
Dirt Cheap,Leather,Cody Johnson,11/3/2023,QMCQK1900317,"2,387",29.2,"44,047,842","8,961","11,610,924",11,"11,326,093","90,929","48,500","1,058,781","8,486,978","1,690,515,321",16,"43,529",4,1,"1,149",35,"15,957,709","8,376","620,808","252,283",,0
Borderline,The Slow Rush,Tame Impala,2/14/2020,AUUM71900956,"2,380",29.2,"671,310,199","156,377","27,309,112",76,"125,724,257","1,588,850","248,652","114,555,453","961,188,514","392,353",46,"1,514",85,31,"173,292",9,"18,606,764","9,903",,"2,471,535",,0
Tï¿,Encerrados Pero Enfiestados (Live Vol. 1),Carin Leon,5/22/2020,USDXS2007349,"2,393",29.2,"327,311,508","31,216","7,536,781",68,"699,298,520","2,643,453","200,001","16,337,762","271,173,077","2,872,858",15,"6,744",27,7,"81,984",39,"48,730,708","21,508",,"1,353,689",,0
No Time To Die,No Time To Die,Billie Eilish,2/13/2020,USUM72002771,"2,388",29.2,"610,838,644","91,391","29,634,724",70,"369,182,880","7,406,983","13,840","9,454,140","69,072,143","201,322,168",88,"26,205",7,42,"5,784,923",42,"18,824,576","24,659","7,873,761","3,110,101",,0
All Eyes on Me,All Eyes on Me - Single,Dj Belite,12/20/2022,TCAGR2239010,"2,401",29.1,"155,367",512,"52,259",,"21,746,915","272,517","1,502,840","91,479,861","2,017,012,601",,20,,,,,,,,,"8,238,004",,1
En El Radio Un Cochinero,En El Radio Un Cochinero,Victor Cibrian,5/13/2022,USDXS2201437,"2,399",29.1,"215,837,483","26,581","6,387,381",61,"306,900,769","1,945,111","227,800","63,866,568","1,027,674,393","3,372,124",3,77,,,,8,"11,290,790","12,206",,"655,686",,0
Safari,Energï¿½,J Balvin,6/3/2016,USUM71604778,"2,402",29.1,"559,708,419","61,743","16,037,041",65,"1,254,068,497","4,746,667","83,679","24,066,770","148,552,468","277,412,549",117,"11,118",63,38,"115,932",25,"175,224,196","72,110",,"5,773,120",,0
comethru,comethru,Jeremy Zucker,9/7/2018,USUM71813455,"2,405",29.1,"822,935,346","90,889","19,172,749",69,"659,693,784","6,100,262","992,278","67,178,938","581,871,422","1,218,186,477",55,"9,247",60,17,"47,611",5,"13,719,172","15,145",,"2,123,160",,0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý - Single,ýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýý,4/5/2024,FRX282414002,"2,403",29.1,"2,409,532",128,"136,647",52,"44,586,424","222,685",,,,,3,,,,,,,,,"14,731",,0
ROCKSTAR,$AD BOYZ 4 LIFE II,Junior H,10/5/2023,QZ9QQ2300720,"2,404",29.1,"266,127,900","13,021","14,018,925",79,"59,903,646","419,337",,"54,480","487,133","245,310,483",3,1,,6,"1,853,363",11,"4,270,463","1,328",,"445,730",,1
Boy's a liar,Boy's a liar,PinkPantheress,11/30/2022,GBAYE2202560,"2,400",29.1,"203,628,716","39,800","6,108,454",62,,,"779,078","350,397,327","2,935,382,291",,23,"42,341",863,5,"15,572",4,"1,882,133","11,408",,"557,783",,0
O Patinho Colorido,"Bento e Totï¿½ï¿½, Vo",Bento e Totï¿,11/15/2019,BX7CP1900008,"2,396",29.1,"11,029,541","2,068","188,999",52,"1,003,456,602","2,729,246","42,700","2,328,242","38,710,313",283,,,,,,,,,,"13,061",,0
La Mejor Version de Mi,La Mejor Versiï¿½ï¿½n d,NATTI NATASHA,2/12/2019,USB271900112,"2,398",29.1,"109,221,089","33,020","14,584,019",66,"974,345,116","4,887,786","740,743","14,861,761","284,819,297","106,854,506",13,"2,579",344,2,"1,181",22,"29,092,884","13,020",,,,0
B.O.T.A. (Baddest Of Them All),B.O.T.A. (Baddest Of Them All) / Move To The,Eliza Rose,6/15/2022,QZAKB2166448,"2,397",29.1,"47,723,324","34,495","3,089,794",52,"90,212,996","801,572","1,100,254","330,038,147","3,829,712,483","879,640,561",16,"26,742",865,1,817,1,"103,851",977,,"3,631,070",,0
Love Terremoto - Ao Vivo,"Resenha Preferida, Vol. 2 (Ao Vivo)",Os Barï¿½ï¿½es Da Pisad,8/3/2022,BXDW72200033,"2,413",29,"17,075,528","1,868","3,645,660",40,"458,564,536","2,110,326",,,,"433,210,004",8,21,,4,"201,570",3,"2,569",,,"5,899",,0
Lucky Girl Syndrome,SUPER REAL ME,ILLIT,3/25/2024,USA2P2413261,"2,408",29,"29,089,538","1,933","2,045,965",72,"39,607,373","513,074","2,906","2,701,200","28,210,200","3,169,280",6,156,,,,,"57,995",100,,"43,383",,0
...Baby One More Time (from Kung Fu Panda 4),Kung Fu Panda 4 (Original Motion Picture Soundtrack),Tenacious D,3/8/2024,USQ4E2205653,"2,406",29,"28,423,160","5,020","3,964,955",,"33,548,614","846,916",,,,,12,"3,160",12,,,,"769,869",607,"152,405",,,0
Little Dark Age,Little Dark Age,MGMT,10/17/2017,USSM11707035,"2,415",29,"641,453,269","197,169","31,052,903",72,"409,991,163","5,836,318","345,093","300,840,293","2,500,579,993","5,575,104",55,"3,168",15,27,"137,399",,"3,927,900","13,924","1,330,759","5,504,564",,0
Una Lady Como Tï¿,Una Lady Como Tï¿,Manuel Turizo,12/1/2016,QZ5AB1708080,"2,409",29,"2,935,372",41,"3,790",,"1,941,794,720","6,381,781",,,,"265,797,030",,,,,,,,,,,,0
Whatever She Wants,Whatever She Wants,Bryson Tiller,2/12/2024,USRC12400300,"2,418",29,"207,093,873",529,"187,667",,,,,,,,30,"48,554",,,,9,,,,,,0
Hypnotized,Hypnotized,Purple Disco Machine,4/8/2020,AUDCB1701555,"2,419",29,"354,683,755","77,323","15,730,444",58,"213,371,276","1,027,195","16,828","3,791,734","43,216,239","20,989,951",93,"274,845",,49,"1,245,110",24,"343,587",727,,"8,349,963",,0
